transaction_id,from_user,to_user,amount,status,time_of_transaction,reason
153,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
154,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
155,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
156,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
157,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
158,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
159,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
160,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
161,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
162,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
163,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
164,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
165,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
166,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
167,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
168,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
169,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
170,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
171,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
172,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
173,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
174,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
175,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
176,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
177,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
178,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
179,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
180,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
181,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
182,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
183,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
184,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
185,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
186,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
187,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
188,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
189,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
190,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
191,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
192,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
193,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
194,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
195,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
196,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
197,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
198,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
199,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
200,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
201,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
202,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
203,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
204,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
205,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
206,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
207,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
208,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
209,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
210,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
211,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
212,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
213,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
214,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
215,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
216,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
217,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
218,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
219,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
220,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
221,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
222,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
223,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
224,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
225,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
226,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
227,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
228,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
229,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
230,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
231,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
232,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
233,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
234,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
235,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
236,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
237,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
238,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
239,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
240,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
241,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
242,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
243,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
244,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
245,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
246,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
247,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
248,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
249,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
250,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
251,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
252,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
253,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
254,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
255,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
256,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
257,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
258,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
259,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
260,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
261,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
262,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
263,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
264,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
265,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
266,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
267,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
268,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
269,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
270,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
271,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
272,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
273,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
274,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
275,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
276,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
277,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
278,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
279,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
280,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
281,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
282,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
283,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
284,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
285,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
286,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
287,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
288,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
289,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
290,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
291,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
292,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
293,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
294,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
295,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
296,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
297,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
298,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
299,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
300,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
301,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
302,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
303,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
304,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
305,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
306,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
307,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
308,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
309,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
310,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
311,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
312,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
313,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
314,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
315,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
316,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
317,UserName2,UserName1,222,Failed,7/29/2020 7:37,Insufficient Balance
318,UserName2,UserName1,4,Successful,7/29/2020 7:40,
319,UserName2,UserName1,4,Successful,7/29/2020 7:40,
320,UserName2,UserName1,4,Successful,7/29/2020 7:40,
321,UserName2,UserName1,4,Successful,7/29/2020 7:40,
322,UserName2,UserName1,4,Successful,7/29/2020 7:40,
323,UserName2,UserName1,4,Successful,7/29/2020 7:40,
324,UserName2,UserName1,4,Successful,7/29/2020 7:40,
325,UserName2,UserName1,4,Successful,7/29/2020 7:40,
326,UserName2,UserName1,4,Successful,7/29/2020 7:40,
327,UserName2,UserName1,4,Successful,7/29/2020 7:40,
328,UserName2,UserName1,4,Successful,7/29/2020 7:40,
329,UserName2,UserName1,4,Successful,7/29/2020 7:40,
330,UserName2,UserName1,4,Successful,7/29/2020 7:40,
331,UserName2,UserName1,4,Successful,7/29/2020 7:40,
332,UserName2,UserName1,4,Failed,7/29/2020 7:40,Insufficient Balance
333,UserName1,UserName1,949,Successful,7/29/2020 7:49,
334,UserName1,UserName1,200,Successful,7/29/2020 7:50,
335,UserName1,UserName1,500,Successful,7/29/2020 7:52,
336,UserName1,UserName1,300,Successful,7/29/2020 7:52,
337,UserName1,UserName1,1E+12,Failed,7/29/2020 7:52,Insufficient Balance
338,UserName1,UserName1,1E+12,Failed,7/29/2020 7:58,Insufficient Balance
339,UserName1,UserName1,1E+12,Failed,7/29/2020 7:58,Insufficient Balance
340,UserName1,UserName1,1E+12,Failed,7/29/2020 7:58,Insufficient Balance
341,UserName1,UserName1,1E+12,Failed,7/29/2020 7:58,Insufficient Balance
342,UserName1,UserName1,1E+12,Failed,7/29/2020 7:58,Insufficient Balance
343,UserName1,UserName1,1E+12,Failed,7/29/2020 7:58,Insufficient Balance
344,UserName1,UserName1,1E+12,Failed,7/29/2020 7:59,Insufficient Balance
345,UserName1,UserName1,98,Successful,7/29/2020 7:59,
346,UserName1,UserName1,96,Successful,7/29/2020 8:00,
347,UserName1,UserName1,92,Successful,7/29/2020 8:03,
348,UserName1,UserName2,200,Successful,7/29/2020 8:06,
349,UserName1,UserName5,5000000,Failed,7/29/2020 8:09,Insufficient Balance
350,UserName1,UserName5,500,Successful,7/29/2020 8:38,
351,UserName1,UserName5,26666666666,Failed,7/29/2020 11:58,Insufficient Balance
352,UserName1,UserName4,350,Successful,7/29/2020 13:17,
353,UserName1,UserName6,500,Successful,7/29/2020 13:18,
354,UserName1,UserName4,500,Successful,7/29/2020 13:18,
355,UserName1,UserName2,500,Successful,7/29/2020 13:18,
356,UserName4,UserName6,500,Successful,7/29/2020 13:21,
357,UserName2,UserName1,4000,Failed,7/29/2020 13:30,Insufficient Balance
358,UserName1,UserName2,500,Successful,7/29/2020 15:06,
359,UserName1,UserName2,1000,Successful,7/29/2020 15:07,
360,UserName1,UserName2,5000,Successful,7/29/2020 15:19,
361,UserName1,UserName2,1000,Failed,7/29/2020 19:36,
363,UserName1,UserName2,1000,Failed,7/29/2020 21:10,
364,UserName1,UserName4,500,Failed,7/29/2020 21:10,
365,UserName1,UserName2,2000,Failed,7/29/2020 21:14,
366,UserName1,UserName2,1000,Failed,7/29/2020 21:15,
367,UserName1,UserName2,1000,Successful,7/29/2020 21:21,
368,UserName2,UserName1,1000,Successful,7/29/2020 21:22,
